text_tweet_clean,scores,compound,sentimen
 pesan cuma kalau gabisa punya anak gausah sok sok mau seks bebas atau nikah anjing kasian anaknya ,"{'neg': 0.197, 'neu': 0.593, 'pos': 0.21, 'compound': 0.0706}",0.0706,positif
 selama edukasi seks mempunyai tujuan agar anak muda bebas melakukan hubungan seksual selama aman bakal ada terus penolakan dari tokoh agama anggap hubungan seks harus dilakukan dalam ikatan pernikahan nilai agama selalu dikontrakan dgn edukasi seksual ,"{'neg': 0.059, 'neu': 0.791, 'pos': 0.15, 'compound': 0.6597}",0.6597,positif
 kenapa lah kau ini bang nkalo hiv nyebar krn perilaku seks bebas dan thoughtful maka beban negara akan bisa berkurang sehingga pemerintah gunakan uang utk bantu rakyat miskin dan perbaiki kwalitas pendidikan saja trilyun tahun apbn akan brp ,"{'neg': 0.128, 'neu': 0.688, 'pos': 0.184, 'compound': 0.5423}",0.5423,positif
 pergaulan bebas dan seks bebas ,"{'neg': 0.346, 'neu': 0.247, 'pos': 0.407, 'compound': 0.128}",0.128,positif
 kolot haji budak mabok jeng seks bebas ,"{'neg': 0.224, 'neu': 0.467, 'pos': 0.308, 'compound': 0.2263}",0.2263,positif
 wkwkw mengedukasi biar kena penyakit krn seks bebas kok dikatain tolol nmba nya keknya marah bgt krn bisa melampiaskan dendam sakit hatinya ,"{'neg': 0.365, 'neu': 0.512, 'pos': 0.124, 'compound': -0.9061}",-0.9061,negatif
 remaja itu indah yang tidak indah jika remaja mengkonsumsi narkoba alkohol seks bebas itu enak tpi bisa menjerumuskan kamu kelak ,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8126}",0.8126,positif
 ini bisa dicocoklogikan lebih lanjut seperti cocoklogi kenapa umat mayoritas tidak mengalami golden age seperti leluhurnya seperti cocoklogi lgbtq untuk depopulasi umat manusia sekaligus melegalkan seks bebas seperti cocoklogi hanya nato beserta israel dan dajjal menguasai dunia ,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.7003}",0.7003,positif
 ibu muda ini hanya salah satu pelaku akibat korban berkembangnya seks bebas masih banyak pelaku pelaku lain baik itu laki laki atau wanita berkeliaran siap memangsa anak anak kecil nmengerikan indonesiadaruratseksbebas ,"{'neg': 0.214, 'neu': 0.624, 'pos': 0.162, 'compound': -0.2263}",-0.2263,negatif
 jauhi seks bebas dan ,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.5106,positif
 makanya gue gamau kucing gue keluar keluar tanpa penglihatan gue nanti seks bebas lagi xbf ,"{'neg': 0.063, 'neu': 0.768, 'pos': 0.169, 'compound': 0.4728}",0.4728,positif
 santai aja nderr ketika seks bebas aja bisa jadikan hal lumrah masa seorang ibu tanpa suami dan anak tanpa bapak masih diterima dimasyarakat ,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8074}",0.8074,positif
 tnang gaush nanya melulu ckm gmau nikah cpet kan santay bosq masi mau seks bebas ,"{'neg': 0.099, 'neu': 0.649, 'pos': 0.252, 'compound': 0.6962}",0.6962,positif
 belum aja ngeluarin varian seks bebas ,"{'neg': 0.311, 'neu': 0.689, 'pos': 0.0, 'compound': -0.4023}",-0.4023,negatif
 jaman skrng orng mengnormalkan seks bebas sampe ngumbar aib nya sendiri biar pandang semua orng nisi otak nya apaan ,"{'neg': 0.108, 'neu': 0.78, 'pos': 0.112, 'compound': 0.0258}",0.0258,positif
 mau tanya apa seks bebas atau apa gatau beneran ,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.5574}",0.5574,positif
 lama gitasav tuh kurang ajar berasa paling entitled mentang childfree bukan berarti bisa merendahkan pilihan hidup orang jir ada punya anak karena emang pengen dimanipulasi pasangan atau karena seks bebas dikit ngarah pernikahan childfree obses bgt kenapa sih ,"{'neg': 0.092, 'neu': 0.781, 'pos': 0.127, 'compound': 0.2268}",0.2268,positif
 seks adalah kebutuhan lahiriah manusia mas mgkin kalau mas menuliskan stop seks bebas saya masih bisa menyetujui ,"{'neg': 0.096, 'neu': 0.652, 'pos': 0.252, 'compound': 0.5574}",0.5574,positif
 kepala bkkbn pusat kunjungi metro lampung imbau anak anak hindari seks bebas dan nikah muda via twitter com dewiani ,"{'neg': 0.09, 'neu': 0.776, 'pos': 0.135, 'compound': 0.2732}",0.2732,positif
 pasti ini adzab tuhan krn turki mendukung lgbt seks bebas hamil luar nikah inflasi kemiskinan korupsi dajal yajuj majuj kubilai khan erdogan israel saudi mbz xac xac xac ,"{'neg': 0.162, 'neu': 0.622, 'pos': 0.216, 'compound': 0.296}",0.296,positif
 pake nanya hidup seks bebas ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,positif
 udah jadi duit bangsat baru pembenaran jerome nessie ricis coba bikin group band pasti laku nnt ngue jarang bacot yutuber indo karna makin kesini makin kesana sekarang udah ketauan pekok malah cari pembenaran bukan seks bebas ngebutakan org tapi adsense ,"{'neg': 0.082, 'neu': 0.886, 'pos': 0.032, 'compound': -0.382}",-0.382,negatif
 tau kok kdrt korea selatan tinggi banget yang gamau nikah terus seks bebas juga banyak ntapi kami kpopers tuh cuma berimajinasi kayak nulis novel bener serius bermimpi nikah sama bias orang mustahil xad ,"{'neg': 0.123, 'neu': 0.77, 'pos': 0.107, 'compound': 0.0386}",0.0386,positif
 tapipop tahun kan disonoh dah legal merokis alko seks bebas masup kleb dah dianggap dewasaak its doesnt matterr kecuali leo ama bocil underage baruu mncrgknskl ,"{'neg': 0.128, 'neu': 0.734, 'pos': 0.138, 'compound': 0.0839}",0.0839,positif
 jenuh aku mendengar manisnya kata cinta lebih baik seks bebas ,"{'neg': 0.124, 'neu': 0.3, 'pos': 0.575, 'compound': 0.8885}",0.8885,positif
 kan sendiri yang bikin narasi seks bebas kayanya jeng acin cuman post foto aja yang pointnya nudity itu taboo untuk indonesia sekarang dan ngomong vulgar dan nudity juga lekat sama budaya barat kok nlagian itu serat centhini itu pointnya bukan ucapan tapi tindakan ,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.4404}",0.4404,positif
 astaga umur segitu aku msh seks bebas malah tapi bayar sih ehehe ,"{'neg': 0.125, 'neu': 0.706, 'pos': 0.169, 'compound': 0.1406}",0.1406,positif
 fokus seks bebas aja bang ,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}",0.5106,positif
 setelah lgbt seks bebas semua maunya dinormalisasi skrg nambah lagi nikah beda agama xbb xef xbb xef ntakut gue takuutt ,"{'neg': 0.193, 'neu': 0.698, 'pos': 0.11, 'compound': -0.3612}",-0.3612,negatif
 aku gadapet figur atah sejak kecil mengakui ini bukan brrti seks bebas lebih jarang jomblo selalu punya pcr dan ternyata karna aku gada figur ayah sejak kecil ,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.4023}",-0.4023,negatif
 dilarang seks bebas ,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,positif
 prilaku begini udah ada dari jaman dulu kali seks bebas kalangan anak bawah umur cuma baru rame sekarang aja ,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.5106}",0.5106,positif
 dah gabisa berkata emg seks bebas itu adiktif seret aja dokter pap smear tes hiv klo bisa buat janji dokter dan minta dokter jelasin hal hal terburuk bakal terjadi klo dia ttp begitu ,"{'neg': 0.187, 'neu': 0.763, 'pos': 0.05, 'compound': -0.7784}",-0.7784,negatif
 sorry hear that pasti berat kamu skg kemaren psikiater disaranin apa der harus konsul kah saran sambil kamu ikutin saran psikiater kamu bawa dokter buat cek kesehatan organ reproduksi nya dia dan minta tolong dokter ngejelasin bahaya seks bebas ,"{'neg': 0.087, 'neu': 0.849, 'pos': 0.064, 'compound': -0.0516}",-0.0516,negatif
 isi dari kitabnya kak ada seks edukasi ada adab ada pernikahan masalah anggota badan itu bebas aja mau percaya apa gak sama halnya dengan zodiak katanya bisa meramal atau memprediksi atau apalah namanya itu ,"{'neg': 0.063, 'neu': 0.86, 'pos': 0.077, 'compound': 0.1531}",0.1531,positif
 maaf apakah adeknya fatherless kurang sosok ayah laki nkrn sosok ayah penting bgt pernah baca org fatherless bisa terjerumus seks bebas nmungkin bisa lebih dipantau adeknya ditemani klo pergi dll nsemoga kalian diberi kesabaran semoga adeknya bisa sadar aamiin ,"{'neg': 0.023, 'neu': 0.827, 'pos': 0.149, 'compound': 0.7902}",0.7902,positif
 caritau juga selama ini dia safe sex atau gak kalo gak beliin kondom lakuin juga tes hiv biar kalo emang positif bisa mulai konsumsi arv secepatnya sini gue bkn mendukung dia utk seks bebas risiko hamil maupun hiv dan pms lainnya bisa diminimalisasi ,"{'neg': 0.048, 'neu': 0.757, 'pos': 0.195, 'compound': 0.8123}",0.8123,positif
 ini kutipan dari jurnal nbagi anak perempuan fatherless menyebabkan mereka mencari sosok ayah pada lelaki lain yang sebaya maupun lebih tua asalkan memenuhi kebutuhan sosok seorang pelindung dan pengayom ini rentan membawa mereka pada pertemanan tak sehat dan seks bebas ,"{'neg': 0.093, 'neu': 0.804, 'pos': 0.103, 'compound': 0.1531}",0.1531,positif
 susah nder klo kecanduan seks bebas gitu kudu ada azab dulu baru sadar ,"{'neg': 0.203, 'neu': 0.645, 'pos': 0.152, 'compound': -0.0258}",-0.0258,negatif
 gue sebagai seorang istri dan seorang ibu cuma mau bilang binatang harusnya pel cur kayak itu musnah dari muka bumi ini sumpah harusnya malu lahir dunia apalagi lahir dari rahim seorang ibu mau seks bebas terserah tapi jangan ngorbanin rumah tangga orang ,"{'neg': 0.082, 'neu': 0.809, 'pos': 0.109, 'compound': 0.1406}",0.1406,positif
 bebas seterah mau seks bebas kek mabok kek tapi jangan pas make hijab lah ,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.6369}",0.6369,positif
 mungkin kartu lgbt kartu seks bebas kartu dusta kartu gila ini hanya kemungkinan ,"{'neg': 0.289, 'neu': 0.547, 'pos': 0.164, 'compound': -0.3612}",-0.3612,negatif
 bisa lah seks bebas itu antara laki laki dan perempuan kalau analogi seks bebas karena wanita ingin dilecehkan berarti laki laki juga ingin dilecehkan gitu kamu seks bebas dimana dipuncak sama arab ,"{'neg': 0.131, 'neu': 0.6, 'pos': 0.268, 'compound': 0.6486}",0.6486,positif
 cabul seks bebas teros ,"{'neg': 0.418, 'neu': 0.22, 'pos': 0.363, 'compound': -0.128}",-0.128,negatif
 siap lgbt dan seks bebas dapat per lindungan ,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",0.7003,positif
 tapi suka seks bebas bang ,"{'neg': 0.0, 'neu': 0.28, 'pos': 0.72, 'compound': 0.8271}",0.8271,positif
 ini contoh manusia punya otak tapi dipake mikir nmanusia berbuat dosa tapi agama nya disalahkan ngua kasih contoh ndi suatu wilayah mayoritas nya byk otomatis pelaku paling byk mayoritas ndi seks bebas korupsi pemerkosa perampok dll siapa paling agamanya ,"{'neg': 0.248, 'neu': 0.597, 'pos': 0.155, 'compound': -0.8047}",-0.8047,negatif
 kalau bogor biasanya semua sekolah smp dan sma smk keluarkan edaran tidak boleh merayakan valentine khawatir seks bebas dan pada hamil siswi nya ,"{'neg': 0.188, 'neu': 0.697, 'pos': 0.115, 'compound': -0.2728}",-0.2728,negatif
 malam rangkul cium belai murid prp desahan juga kasih sayang kan nkalau valentine hanya sekedar ucapan kasih sayang dan beri cokelat ntapi dituduh seks bebas oleh mahluk terlalu tolol ,"{'neg': 0.156, 'neu': 0.507, 'pos': 0.337, 'compound': 0.6757}",0.6757,positif
 jujurly dulu pas smp aku mikir kalo orang ngelakuin seks bebas itu cuma org luar negeri bahkan wktu prtama kali aku liat ada adegan dewasa ciuman film indo aja aku kaget bnget neh trnyata makin dewasa makin aku nyadar kirain indonesia tuh rakyatnya gak kyk gtu wkwk ,"{'neg': 0.033, 'neu': 0.722, 'pos': 0.245, 'compound': 0.9257}",0.9257,positif
 gausah kaget kita kan masih megang aturan terdahulu pembelajaran ttg seks pergaulan bebas dan bahaya atau tidaknya hamil usia muda masih tabu dibahas ,"{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.7695}",-0.7695,negatif
 cara menghindari pergaulan bebas remaja memperdalam ilmu agama berhati hati dalam memilih teman orang tua harus lebih banyak berkomunikasi pada anak memberikan edukasi tentang seks mencari kesibukan yang membuahkan hasil menghindari lingkungan yang buruk ,"{'neg': 0.249, 'neu': 0.623, 'pos': 0.127, 'compound': -0.5423}",-0.5423,negatif
 oiya aku suka karakter lastri dia nakal bgt xad logikanya lastri ini bikin aku goyah kek mikir iya sih bener juga dia salah juga dia anti keseragaman anti tanggung jawab anti rencana anti masa depan bener bebas pacaran pun hts cuma karena saling butuh seks aja ,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.5719}",0.5719,positif
 tanyarl miris usia tahun sudah melakukan seks bebas inilah akibat kaum open minded berhasil meracuni para remaja konteks kecelakaan mobil dinas dprd dijambi ,"{'neg': 0.168, 'neu': 0.652, 'pos': 0.179, 'compound': 0.0516}",0.0516,positif
 nah makin dewasa tuh dia bad boy gitu nakal kaya minum seks kumpul kebo lastri menurutku ini nakal sejak nina female leadnya ngilang dia ketemu felix lastri masa kesepian itu bener kaya org bebas walaupun gitu dia tetep syg bpknya sih nah ternyata ,"{'neg': 0.141, 'neu': 0.731, 'pos': 0.127, 'compound': -0.1335}",-0.1335,negatif
 hehe saya juga bilang kalo boleh berzina cuma terkadang mereka dengan mudahnya ngomongin orang zina menghakimi mereka seks bebas minuman beralkohol tapi masih juga berurusan dengan utang bank terlebih jaman skrg kaya gini emang susah menghindari bank dll ,"{'neg': 0.15, 'neu': 0.686, 'pos': 0.164, 'compound': 0.1768}",0.1768,positif
 test vct itu kan confidential jadi buat apa share klo negative biar lanjot seks bebas troos gtu klo reaktif buat ningkatin self awareness masyarakat gtu neumm idts ,"{'neg': 0.086, 'neu': 0.719, 'pos': 0.195, 'compound': 0.5719}",0.5719,positif
 iya kah seks bebas ngilangin stres ,"{'neg': 0.259, 'neu': 0.185, 'pos': 0.556, 'compound': 0.4939}",0.4939,positif
 seks bebas juga kan mending kerja ,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.7351}",0.7351,positif
 ternyata anda fanatik seks bebas beraba banyak kaum telanjang anda menggugurkan kandungan nya dengan ngentot bebas anda jalan rumah bahkan tempat ibadah anda jangan sok pikun dan sok lupa ,"{'neg': 0.04, 'neu': 0.719, 'pos': 0.241, 'compound': 0.8172}",0.8172,positif
 indonesia tetap ngotot sebut seks bebas sebagai penyebab penularan hiv aids ,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,positif
 indonesia tetap ngotot sebut seks bebas sebagai penyebab penularan hiv aids seksbebas mitos aids ,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.765}",0.765,positif
 iyh kan duta seks bebas ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,positif
 seks bebas ndak bebas bebas amat kan pake kondom ,"{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.872}",0.872,positif
 daripada ribut radikal radikul bangsa ini harus menjadi kan seks bebas dan narkoba musuh bersama daruratseksbebas daruratnarkoba ,"{'neg': 0.223, 'neu': 0.657, 'pos': 0.12, 'compound': -0.4215}",-0.4215,negatif
 seks bebas dijadiin pedoman hidup giliran kena pms balik ortu gue selama ini ngewe sana sini nggak pake kondom apa inget ortu gue kagak iye kan lagi seneng giliran kesenengannya cabut tuhan dikasih penyakit bukannya tobat malah semakin menjauh ,"{'neg': 0.066, 'neu': 0.79, 'pos': 0.145, 'compound': 0.5577}",0.5577,positif
 baru baru ini marak pelajar yang pada minta dispensasi nikah karena udah hamil duluan kenapa bebas banget generasi muda sekarang tahukah kamu zina free seks islamkaffah ,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.8585}",0.8585,positif
 tahukah kamu nsekularisme menjadikan generasi rusak bebas berekspresi hingga melakukan zina sampai free seks hal ini karena generasi semakin dijauhkan dari akidah islamkaffah dan tidak paham tujuan hidupnya ,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.8316}",0.8316,positif
 maaf kak udah eranya seks bebas xbb xbb xbb ,"{'neg': 0.096, 'neu': 0.662, 'pos': 0.243, 'compound': 0.4588}",0.4588,positif
 memang benar anak zaman sekarang banyak yang konservatif haha padahal remaja zaman bapak ibunya tidak heran melihat yang seks bebas ,"{'neg': 0.049, 'neu': 0.681, 'pos': 0.27, 'compound': 0.8143}",0.8143,positif
 lagu gagal seks bebas ,"{'neg': 0.398, 'neu': 0.227, 'pos': 0.375, 'compound': -0.0516}",-0.0516,negatif
 love the fact that khutbah kena specifically said gejala seks bebas dan amalan lgbt amalan lgbt dimaksudkan doesn involve seks bebas ,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8957}",0.8957,positif
 saat ini kenapa banyak yang enteng banget melakukan perzinaan akibat pergaulan bebas apa yang menyebabkan maraknya free seks ini dan gimana solusinya dalam islam kamu nislam kaffah ,"{'neg': 0.14, 'neu': 0.601, 'pos': 0.259, 'compound': 0.3338}",0.3338,positif
 allahu alam niat beliau mungkin biar muridnya takut zina seks bebas xad ,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5106}",0.5106,positif
 adu nasib tross nseks bebas mah dari jaman dulu ada cuma gak terekspos ,"{'neg': 0.125, 'neu': 0.649, 'pos': 0.226, 'compound': 0.2551}",0.2551,positif
 jangan coba coba pakai narkoba dan melakukan seks bebas jangan lepas komunikasi dengan ayah amp ibu tidak perlu membesarkan gengsi dengan pura pura kaya jangan terus menjadi people pleaser ,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.875}",0.875,positif
 yth pak nadiem tolong tambahkan pelajaran sekolah soal etika dan budi pekerti biar gak ada lagi pelajar mabuk dan suka seks bebas kerja dong pak ,"{'neg': 0.127, 'neu': 0.606, 'pos': 0.267, 'compound': 0.6249}",0.6249,positif
 itu tadi beberapa pencegahan seks bebas pada remaja sunners mana pun kalian bisa menerapkan pencegahan itu loh lihat konten menarik lainnya ,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7184}",0.7184,positif
 masa remaja merupakan proses pencarian jati diri seseorang tak heran jika remaja paling rentan terjerumus dalam seks bebas ini dia upaya pencegahan seks bebas pada remaja ,"{'neg': 0.161, 'neu': 0.642, 'pos': 0.198, 'compound': 0.3492}",0.3492,positif
 halo sunners sebagai remaja tentunya kalian menemukan berbagai pergaulan salah satunya seks bebas maka dari itu perlu dilakukan agar para remaja tidak terjerumus pada seks bebas seperti apa cara mencegah seks bebas yukk simak ,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.875}",0.875,positif
 nanggung sendiri mati mati sendiri nbukan orang lain nlagian hiv semua orang bisa kena kalau seks bebas mau nyolok bool atau memek kalau hiv dua dua bisa kena cuma orang tidak beredukasi yang bilang hiv cuma penyakit homo nbelajar kedokteran lagi sana ,"{'neg': 0.235, 'neu': 0.654, 'pos': 0.111, 'compound': -0.7506}",-0.7506,negatif
 siapa bilang mas seks bebas dan pacaran kelewat batas itu udah dari jaman jebot bedanya kalo jaman dulu gak banyak ekspos karena media gak sebanyak sekarang ,"{'neg': 0.084, 'neu': 0.837, 'pos': 0.079, 'compound': -0.0516}",-0.0516,negatif
 prep bkn utk homosexual juga sesiapa saja berisiko kena hiv melalui seks bebas btw org straight juga boleh kongkek merata tak kira kawin tak ,"{'neg': 0.063, 'neu': 0.781, 'pos': 0.156, 'compound': 0.4767}",0.4767,positif
